id	text	label
19848	খুব শীঘ্রই দখলদার এর উপযুক্ত জবাব পাবে ইনশাসৃষ্টিকর্তা	Abusive
19849	মেয়র ফয়সাল বিপ্লব একজন অনন্য নেতাআগামীর এমপি	None
19850	আ জ ম নাসির চট্টগ্রামের সবচেয়ে নিকৃষ্ট কীট	Abusive
19851	অবাক বিষয় নির্বাচন আসলেই ইউরোপ আমেরিকা বাংলাদেশ থেকে লোক নিতে চায়	None
19852	দায়ী পরিবার এবং সমাজ	None
19853	বয়কট করতে সব ইসরালী পন্য	Abusive
19854	এর পর নাটক শুরু হবে বস্তি উচ্ছেদ এর ডিজিটাল পদ্ধতি	None
19855	ভেসে যাক দেশ আমার পাওয়ার চাই মানুষের সেবা করতে চাই আমেরিকার কাছে সুপারিশ করলেই হবে দাদা বাবু	None
19856	কোনো প্রধানমন্ত্রি অনাস্থা ভোটে হারার পরে সবসময় পাকিস্তানে মিস্টি বিলানো হতো আর এবার ঘটনাটা উল্টো দেখা যাচ্ছ এর কারন কি বলতে পারবে কোনো মিডিয়া	Political Hate
19857	যেই দেশের প্রেসিডেন্ট নিজেই জোকার সেই দেশে এইগুলা অসাভাবিক কিছু না	Political Hate
19858	বিএনপির কুকুরগুলো অগ্নি সন্ত্রাস করছে	Political Hate
19859	কয় দিনের পণ্য দিতেছে হাসুবু সংসদ ও গন ভবন থেকে উনি এমন ভাবে বলবে যেন সামনের এক বছর আরামে খেতে পারবে এক দুই কোটি জনগন	None
19860	বিয়ে করেছেন ভালো কথা তবে আপনারা এটা নিয়ে তো পাবলিসিটি করতেছেন কেন এটা হচ্ছে আপনাদের ব্যক্তিগত ব্যাপার সেটা আপনার আপনাদের ব্যক্তিগত ভাবে রাখলে তো হয়	Abusive
19861	সব মানুষ কি আর মানুষ হয় কিছু তো মানুষ নামের পশু হয়	Abusive
19862	এটাকে সাধারণের সিরিয়াল বলে না ভিআইপি সিরিয়াল বলে সবাই দাঁড়িয়ে আছে একমাত্র শেখ হাসিনা টিকেট কাটছে এখানেও বোঝাচ্ছেন আর কি ভিআইপি ধনীগরিবের পার্থক্য	Political Hate
19863	পতিন কে সৃষ্টিকর্তা হেদায়েত দান করেন ইসলামের জন্য কবুল করেন আমিন	None
